model,benchmark,reference_observation_class,reference_method,comparison_observation_class,comparison_method,operator,estimand,metric,unit,favorable_direction,n_tasks,reference_mean,comparison_mean,effect,ci_low,ci_high,confidence,bootstrap_iterations,bootstrap_seed,effect_definition,bootstrap_unit
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,turn_clock,public_state_reground,yoked_anchor,success,proportion,higher,40,0.75,0.775,0.025,-0.125,0.15,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,turn_clock,public_state_reground,yoked_anchor,action_rate,proportion_of_observed_checkpoints,descriptive,40,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,turn_clock,public_state_reground,yoked_anchor,acted_on_task,proportion,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,turn_clock,public_state_reground,yoked_anchor,scheduled_actions,count,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,turn_clock,public_state_reground,yoked_anchor,applied_interventions,count,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,turn_clock,public_state_reground,yoked_anchor,task_tokens,tokens,lower,40,5330.125,4171.25,-1158.875,-1258.3618749999998,-1057.6881250000001,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,turn_clock,public_state_reground,yoked_anchor,observer_tokens,tokens,lower,40,4486.425,0.0,-4486.425,-4604.3575,-4377.633124999999,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,turn_clock,public_state_reground,yoked_anchor,total_tokens,tokens,lower,40,9816.55,4171.25,-5645.3,-5798.164375,-5507.5075,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,turn_clock,public_state_reground,yoked_anchor,latency_ms,milliseconds,lower,40,33570.15,20629.7,-12940.45,-14334.811875000001,-11535.395625,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,turn_clock,public_state_reground,yoked_anchor,actual_cost_usd,USD,lower,40,0.00381475,0.0021536,-0.0016611500000000001,-0.0017646093749999997,-0.00155437,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,turn_clock,public_state_reground,yoked_anchor,reported_cost_usd,USD,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,turn_clock,public_state_reground,yoked_anchor,estimated_cost_usd,USD,lower,40,0.00381475,0.0021536,-0.0016611500000000001,-0.00176252125,-0.001557415625,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,turn_clock,public_state_reground,yoked_anchor,upper_bound_cost_usd,USD,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,turn_clock,public_state_reground,yoked_anchor,failed_retry_attempts,count,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,passive-behavioral,frozen_probe:recompute,public_state_reground,yoked_anchor,success,proportion,higher,40,0.75,0.725,-0.025,-0.1,0.05,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,passive-behavioral,frozen_probe:recompute,public_state_reground,yoked_anchor,action_rate,proportion_of_observed_checkpoints,descriptive,40,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,passive-behavioral,frozen_probe:recompute,public_state_reground,yoked_anchor,acted_on_task,proportion,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,passive-behavioral,frozen_probe:recompute,public_state_reground,yoked_anchor,scheduled_actions,count,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,passive-behavioral,frozen_probe:recompute,public_state_reground,yoked_anchor,applied_interventions,count,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,passive-behavioral,frozen_probe:recompute,public_state_reground,yoked_anchor,task_tokens,tokens,lower,40,4193.125,4191.375,-1.75,-81.13374999999999,73.7025,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,passive-behavioral,frozen_probe:recompute,public_state_reground,yoked_anchor,observer_tokens,tokens,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,passive-behavioral,frozen_probe:recompute,public_state_reground,yoked_anchor,total_tokens,tokens,lower,40,4193.125,4191.375,-1.75,-77.8275,75.17999999999996,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,passive-behavioral,frozen_probe:recompute,public_state_reground,yoked_anchor,latency_ms,milliseconds,lower,40,20261.35,20567.05,305.7,-938.3231249999994,1536.7362499999977,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,passive-behavioral,frozen_probe:recompute,public_state_reground,yoked_anchor,actual_cost_usd,USD,lower,40,0.0021874250000000002,0.0021945,7.075000000000007e-06,-7.931312499999997e-05,9.465562499999998e-05,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,passive-behavioral,frozen_probe:recompute,public_state_reground,yoked_anchor,reported_cost_usd,USD,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,passive-behavioral,frozen_probe:recompute,public_state_reground,yoked_anchor,estimated_cost_usd,USD,lower,40,0.0021874250000000002,0.0021945,7.075000000000007e-06,-7.821312499999995e-05,8.799999999999997e-05,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,passive-behavioral,frozen_probe:recompute,public_state_reground,yoked_anchor,upper_bound_cost_usd,USD,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,passive-behavioral,frozen_probe:recompute,public_state_reground,yoked_anchor,failed_retry_attempts,count,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,baseline,turn_clock,public_state_reground,yoked_anchor,success,proportion,higher,40,0.75,0.775,0.025,-0.075,0.125,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,baseline,turn_clock,public_state_reground,yoked_anchor,action_rate,proportion_of_observed_checkpoints,descriptive,40,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,baseline,turn_clock,public_state_reground,yoked_anchor,acted_on_task,proportion,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,baseline,turn_clock,public_state_reground,yoked_anchor,scheduled_actions,count,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,baseline,turn_clock,public_state_reground,yoked_anchor,applied_interventions,count,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,baseline,turn_clock,public_state_reground,yoked_anchor,task_tokens,tokens,lower,40,4193.125,4171.25,-21.875,-96.30749999999995,53.00874999999995,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,baseline,turn_clock,public_state_reground,yoked_anchor,observer_tokens,tokens,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,baseline,turn_clock,public_state_reground,yoked_anchor,total_tokens,tokens,lower,40,4193.125,4171.25,-21.875,-100.0525,49.016249999999914,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,baseline,turn_clock,public_state_reground,yoked_anchor,latency_ms,milliseconds,lower,40,20261.35,20629.7,368.35,-832.0193749999999,1573.1299999999994,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,baseline,turn_clock,public_state_reground,yoked_anchor,actual_cost_usd,USD,lower,40,0.0021874250000000002,0.0021536,-3.3825e-05,-0.00010802562499999995,3.133749999999962e-05,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,baseline,turn_clock,public_state_reground,yoked_anchor,reported_cost_usd,USD,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,baseline,turn_clock,public_state_reground,yoked_anchor,estimated_cost_usd,USD,lower,40,0.0021874250000000002,0.0021536,-3.3825e-05,-0.00011301562499999993,3.3528124999999956e-05,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,baseline,turn_clock,public_state_reground,yoked_anchor,upper_bound_cost_usd,USD,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,baseline,turn_clock,public_state_reground,yoked_anchor,failed_retry_attempts,count,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,passive-behavioral,frozen_probe:recompute,baseline,turn_clock,public_state_reground,yoked_anchor,success,proportion,higher,40,0.725,0.775,0.05,-0.05,0.15,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,passive-behavioral,frozen_probe:recompute,baseline,turn_clock,public_state_reground,yoked_anchor,action_rate,proportion_of_observed_checkpoints,descriptive,40,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,passive-behavioral,frozen_probe:recompute,baseline,turn_clock,public_state_reground,yoked_anchor,acted_on_task,proportion,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,passive-behavioral,frozen_probe:recompute,baseline,turn_clock,public_state_reground,yoked_anchor,scheduled_actions,count,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,passive-behavioral,frozen_probe:recompute,baseline,turn_clock,public_state_reground,yoked_anchor,applied_interventions,count,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,passive-behavioral,frozen_probe:recompute,baseline,turn_clock,public_state_reground,yoked_anchor,task_tokens,tokens,lower,40,4191.375,4171.25,-20.125,-78.82999999999998,39.848749999999875,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,passive-behavioral,frozen_probe:recompute,baseline,turn_clock,public_state_reground,yoked_anchor,observer_tokens,tokens,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,passive-behavioral,frozen_probe:recompute,baseline,turn_clock,public_state_reground,yoked_anchor,total_tokens,tokens,lower,40,4191.375,4171.25,-20.125,-80.17937499999998,41.23124999999997,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,passive-behavioral,frozen_probe:recompute,baseline,turn_clock,public_state_reground,yoked_anchor,latency_ms,milliseconds,lower,40,20567.05,20629.7,62.65,-1360.531875,1572.026874999999,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,passive-behavioral,frozen_probe:recompute,baseline,turn_clock,public_state_reground,yoked_anchor,actual_cost_usd,USD,lower,40,0.0021945,0.0021536,-4.0900000000000005e-05,-9.775312499999996e-05,1.5634999999999914e-05,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,passive-behavioral,frozen_probe:recompute,baseline,turn_clock,public_state_reground,yoked_anchor,reported_cost_usd,USD,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,passive-behavioral,frozen_probe:recompute,baseline,turn_clock,public_state_reground,yoked_anchor,estimated_cost_usd,USD,lower,40,0.0021945,0.0021536,-4.0900000000000005e-05,-9.9775625e-05,1.7735624999999934e-05,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,passive-behavioral,frozen_probe:recompute,baseline,turn_clock,public_state_reground,yoked_anchor,upper_bound_cost_usd,USD,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,passive-behavioral,frozen_probe:recompute,baseline,turn_clock,public_state_reground,yoked_anchor,failed_retry_attempts,count,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
